project_id,community_id,community_size
139914932,0,186
139969620,0,186
140609832,2,165
14076122,0,186
14125254,1,169
141339868,6,86
141376301,4,134
14173176,0,186
14212940,0,186
14281190,0,186
143220272,5,101
143328315,2,165
143436277,3,153
14367737,5,101
143867478,1,169
14509169,9,28
1451352,10,28
145156191,1,169
145434487,1,169
146327667,5,101
146459443,3,153
146575135,0,186
14696091,0,186
147511063,4,134
147963112,14,13
148087762,19,3
14812739,3,153
148464499,0,186
149121954,7,49
14934771,5,101
149824037,4,134
150013328,3,153
