metric,rank,value,cdf,ccdf
directed_cross_project_edge_weight,318,1,0.03310775637688704,0.9669963560645497
directed_cross_project_edge_weight,319,1,0.03321186881832379,0.966892243623113
directed_cross_project_edge_weight,320,1,0.03331598125976054,0.9667881311816762
directed_cross_project_edge_weight,321,1,0.03342009370119729,0.9666840187402395
directed_cross_project_edge_weight,322,1,0.033524206142634044,0.9665799062988027
directed_cross_project_edge_weight,323,1,0.033628318584070796,0.9664757938573659
directed_cross_project_edge_weight,324,1,0.03373243102550755,0.9663716814159292
directed_cross_project_edge_weight,325,1,0.0338365434669443,0.9662675689744924
directed_cross_project_edge_weight,326,1,0.03394065590838105,0.9661634565330557
directed_cross_project_edge_weight,327,1,0.0340447683498178,0.966059344091619
directed_cross_project_edge_weight,328,1,0.034148880791254554,0.9659552316501822
directed_cross_project_edge_weight,329,1,0.034252993232691306,0.9658511192087454
directed_cross_project_edge_weight,330,1,0.03435710567412806,0.9657470067673087
directed_cross_project_edge_weight,331,1,0.03446121811556481,0.9656428943258719
directed_cross_project_edge_weight,332,1,0.03456533055700156,0.9655387818844352
directed_cross_project_edge_weight,333,1,0.03466944299843831,0.9654346694429984
directed_cross_project_edge_weight,334,1,0.034773555439875065,0.9653305570015617
directed_cross_project_edge_weight,335,1,0.034877667881311816,0.965226444560125
directed_cross_project_edge_weight,336,1,0.03498178032274857,0.9651223321186881
directed_cross_project_edge_weight,337,1,0.03508589276418532,0.9650182196772514
directed_cross_project_edge_weight,338,1,0.03519000520562207,0.9649141072358147
directed_cross_project_edge_weight,339,1,0.03529411764705882,0.9648099947943779
directed_cross_project_edge_weight,340,1,0.035398230088495575,0.9647058823529412
directed_cross_project_edge_weight,341,1,0.035502342529932326,0.9646017699115044
directed_cross_project_edge_weight,342,1,0.03560645497136908,0.9644976574700677
directed_cross_project_edge_weight,343,1,0.03571056741280583,0.964393545028631
directed_cross_project_edge_weight,344,1,0.03581467985424258,0.9642894325871941
directed_cross_project_edge_weight,345,1,0.03591879229567933,0.9641853201457574
directed_cross_project_edge_weight,346,1,0.036022904737116085,0.9640812077043207
directed_cross_project_edge_weight,347,1,0.03612701717855284,0.9639770952628839
directed_cross_project_edge_weight,348,1,0.03623112961998959,0.9638729828214472
directed_cross_project_edge_weight,349,1,0.03633524206142634,0.9637688703800104
directed_cross_project_edge_weight,350,1,0.03643935450286309,0.9636647579385736
directed_cross_project_edge_weight,351,1,0.03654346694429984,0.9635606454971369
directed_cross_project_edge_weight,352,1,0.036647579385736595,0.9634565330557001
directed_cross_project_edge_weight,353,1,0.03675169182717335,0.9633524206142634
directed_cross_project_edge_weight,354,1,0.0368558042686101,0.9632483081728267
directed_cross_project_edge_weight,355,1,0.03695991671004685,0.9631441957313899
directed_cross_project_edge_weight,356,1,0.0370640291514836,0.9630400832899532
directed_cross_project_edge_weight,357,1,0.03716814159292035,0.9629359708485163
directed_cross_project_edge_weight,358,1,0.037272254034357105,0.9628318584070796
directed_cross_project_edge_weight,359,1,0.03737636647579386,0.9627277459656429
directed_cross_project_edge_weight,360,1,0.03748047891723061,0.9626236335242061
directed_cross_project_edge_weight,361,1,0.03758459135866736,0.9625195210827694
directed_cross_project_edge_weight,362,1,0.03768870380010411,0.9624154086413327
directed_cross_project_edge_weight,363,1,0.037792816241540864,0.9623112961998959
directed_cross_project_edge_weight,364,1,0.037896928682977615,0.9622071837584592
directed_cross_project_edge_weight,365,1,0.03800104112441437,0.9621030713170223
directed_cross_project_edge_weight,366,1,0.03810515356585112,0.9619989588755856
directed_cross_project_edge_weight,367,1,0.03820926600728787,0.9618948464341489
directed_cross_project_edge_weight,368,1,0.03831337844872462,0.9617907339927121
directed_cross_project_edge_weight,369,1,0.038417490890161374,0.9616866215512754
directed_cross_project_edge_weight,370,1,0.038521603331598125,0.9615825091098387
directed_cross_project_edge_weight,371,1,0.03862571577303488,0.9614783966684018
directed_cross_project_edge_weight,372,1,0.03872982821447163,0.9613742842269651
directed_cross_project_edge_weight,373,1,0.03883394065590838,0.9612701717855283
directed_cross_project_edge_weight,374,1,0.03893805309734513,0.9611660593440916
directed_cross_project_edge_weight,375,1,0.039042165538781884,0.9610619469026549
directed_cross_project_edge_weight,376,1,0.039146277980218636,0.9609578344612181
directed_cross_project_edge_weight,377,1,0.03925039042165539,0.9608537220197814
directed_cross_project_edge_weight,378,1,0.03935450286309214,0.9607496095783447
directed_cross_project_edge_weight,379,1,0.03945861530452889,0.9606454971369078
directed_cross_project_edge_weight,380,1,0.03956272774596564,0.9605413846954711
directed_cross_project_edge_weight,381,1,0.039666840187402394,0.9604372722540343
directed_cross_project_edge_weight,382,1,0.039770952628839146,0.9603331598125976
directed_cross_project_edge_weight,383,1,0.0398750650702759,0.9602290473711609
directed_cross_project_edge_weight,384,1,0.03997917751171265,0.9601249349297241
directed_cross_project_edge_weight,385,1,0.0400832899531494,0.9600208224882874
directed_cross_project_edge_weight,386,1,0.04018740239458615,0.9599167100468506
directed_cross_project_edge_weight,387,1,0.040291514836022904,0.9598125976054138
