project_id,community_id,community_size
4254338,9,186
42685794,5,86
429630067,6,28
433273516,5,86
43441403,6,28
434708679,17,5
435375021,4,4
436236826,2,3
436551874,6,28
436912897,4,4
438112499,1,134
438419937,3,5
438518303,1,134
440338104,2,3
4407129,3,5
441299511,5,86
442405131,4,4
442430,4,4
442441933,2,3
444345682,2,3
445340244,0,35
4463453,2,3
44662669,2,3
447060287,2,3
44781140,11,17
449091292,5,86
449924556,18,101
450439333,12,28
45226685,1,134
452337765,7,165
4524181,4,4
453068084,2,3
453191009,14,49
45423600,4,4
4542716,7,165
45446294,1,134
454981666,1,134
456549280,3,5
45721011,2,3
45732002,0,35
458058,1,134
459025965,2,3
4604367,0,35
46089560,2,3
462329984,4,4
46234189,16,20
46291330,1,134
46394186,1,134
467151498,1,134
467355866,2,3
467580471,3,5
468576060,3,5
470569742,1,134
471621386,13,27
473235285,10,169
473555568,1,134
47371310,5,86
476372928,4,4
47671127,3,5
477896448,3,5
478288303,2,3
47848761,2,3
47973088,0,35
480217156,2,3
480401263,1,134
48617634,4,4
487009502,3,5
48714685,4,4
48833910,1,134
488802963,8,13
490359003,5,86
49086513,3,5
49244766,0,35
49401134,3,5
49401416,5,86
49412556,5,86
49442815,7,165
4950187,0,35
496505424,2,3
49662222,0,35
49670957,0,35
496817075,5,86
49876476,0,35
498785517,2,3
501159254,2,3
50140860,0,35
501687,9,186
501776658,5,86
50229487,7,165
50370190,0,35
50387722,3,5
50565430,6,28
50594316,8,13
50647838,3,5
507775,9,186
507829396,1,134
50874442,11,17
50904245,7,165
509092193,0,35
5092588,2,3
509396909,3,5
5099453,7,165
510375115,2,3
510607652,6,28
511030127,4,4
511691380,3,5
512901698,2,3
513208282,6,28
513542067,3,5
5152285,7,165
515881221,6,28
515951203,2,3
51620247,1,134
516821813,3,5
5174103,4,4
518164214,2,3
518574859,2,3
51905353,6,28
520096046,9,186
52034309,1,134
520455244,18,101
52115335,2,3
521438915,2,3
52300938,3,5
523043277,3,5
52420005,3,5
52425435,5,86
52507351,0,35
525526295,10,169
526908111,3,5
527526335,2,3
528342545,13,27
52855516,12,28
528766495,8,13
529504107,6,28
530754347,7,165
53292445,1,134
53311716,1,134
534354967,5,86
5349565,4,4
53548867,2,3
53628424,1,134
53757700,5,86
537800,12,28
53954979,6,28
54005538,7,165
542714,2,3
543276238,6,28
54412018,10,169
54503347,13,27
546206616,3,5
548730031,4,4
549230701,10,169
54980593,8,13
55072677,2,3
55077261,5,86
551076626,4,4
551374215,3,5
55185530,3,5
552661142,3,5
554411496,3,5
55626935,3,5
5569059,10,169
558374870,2,3
559669561,4,4
559857046,4,4
560704231,3,5
56128733,4,4
561964390,3,5
56342508,2,3
56353740,4,4
56420035,1,134
564623768,3,5
56550961,6,28
5663857,0,35
56729247,0,35
567634,0,35
5682770,3,5
5683653,15,153
56894212,0,35
569041,3,5
569267,1,134
5695907,0,35
571342238,6,28
57160728,2,3
571929,2,3
57333709,1,134
573483804,17,5
57401138,3,5
574428026,3,5
