project_id,community_id,community_size
19582982,14,11
195895847,5,40
195927552,15,32
196057608,13,132
19608522,2,652
19618350,0,66
196253599,0,66
196353673,4,30
196358205,11,23
196414933,2,652
19641638,4,30
196555066,3,170
196587809,33,185
196629842,1,148
196639786,28,71
196650278,0,66
196680411,4,30
196758769,10,852
19684359,3,170
19689699,3,170
197015643,24,12
197077443,11,23
197139729,9,46
197176365,1,148
197220033,4,30
197281609,4,30
197299111,8,85
197367072,3,170
19746601,1,148
197584193,5,40
197658090,14,11
197709259,4,30
197730309,3,170
197814629,4,30
197858776,2,652
19794451,2,652
198009353,16,14
19816070,9,46
198288319,1,148
1983092,0,66
198350484,5,40
198466472,1,148
198484780,5,40
198616978,19,819
198683574,2,652
198711527,7,215
19873619,0,66
198802259,4,30
198966166,1,148
199041238,4,30
199060308,2,652
1993762,9,46
199398069,15,32
199488860,5,40
19953044,14,11
19961085,3,170
199684110,1,148
199703788,2,652
19975250,3,170
199813084,26,263
199863976,1,148
199921433,0,66
199940050,8,85
199997323,3,170
200030123,21,36
20015974,4,30
200259335,13,132
200271950,11,23
200299178,2,652
20031333,0,66
200346067,2,652
2003641,3,170
20037550,18,234
200437066,6,232
200458979,4,30
200511807,1,148
200663555,0,66
200696780,14,11
20072342,0,66
20078379,0,66
20089857,12,84
20101515,0,66
201103120,8,85
201118306,2,652
201284004,0,66
201284016,11,23
201403923,20,40
201441751,17,788
201455508,2,652
201517171,1,148
201584981,1,148
20188259,1,148
201885288,4,30
201975309,0,66
202061775,12,84
202127068,5,40
20236160,0,66
202379383,1,148
20245398,3,170
20248082,3,170
20248084,5,40
202483348,8,85
20275545,18,234
202936427,3,170
20300177,4,30
20312497,30,25
203132746,10,852
203150729,0,66
20321688,6,232
203259544,7,215
2032665,6,232
203267660,10,852
203410297,4,30
203461509,6,232
203461790,3,170
203537234,3,170
203553224,11,23
203589409,0,66
20364355,4,30
203668074,1,148
203697873,16,14
203863933,11,23
20388420,3,170
204009988,11,23
204020546,8,85
204033634,7,215
204086862,3,170
20415251,3,170
204253808,14,11
204513717,11,23
2045207,4,30
204553191,1,148
204593825,26,263
204631624,2,652
204671232,0,66
204727434,0,66
20473418,3,170
204788647,8,85
204888772,2,652
20491274,2,652
